,sno,complaint,complaint_description,complaint_type,recieved_date,incident_date,county,incident_closed_date,incident_status_desc,incident_zip
1418,1419,28308,He smells an industrial odor in the residential neighborhood.,Odor,2021-05-24,2021-05-24,Baltimore City,2021-05-26,Incident Closed-Managed,
1419,1420,28307,He smells an industrial odor in the residential neighborhood.,Odor,2021-05-21,2021-05-21,Baltimore City,2021-05-26,Incident Closed-Managed,
1420,1421,28306,He smells an industrial odor in the residential neighborhood.,Odor,2021-05-20,2021-05-20,Baltimore City,2021-05-26,Incident Closed-Managed,
1421,1422,28305,He smells an industrial odor in the residential neighborhood.,Odor,2021-05-16,2021-05-16,Baltimore City,2021-05-26,Incident Closed-Managed,
1422,1423,28304,Fragrance from laundry room in the condominium building is causing chemical sensitivity concerns within the residence.,"Air, Odor",2021-05-24,2021-05-24,Montgomery,2021-05-25,Incident Closed-Managed,
1423,1424,28303,Neighbor is burning trash,Smoke,2021-05-24,2021-05-24,St. Mary's,,Referred to Outside Agency,
1424,1425,28302,dust coming from a cutting and grinding stone company,Other,2021-05-24,2021-05-24,Prince George's,2021-05-28,Incident Closed-Managed,
1425,1426,28301,Dust from granite and marble company in college park,Fugitive Dust/Particulate Matter,2021-05-21,2021-05-21,Prince George's,2021-05-24,Incident Closed-Managed,20740
1426,1427,28299,Pollution from airplanes,Other,2021-05-21,2021-05-21,Statewide,,Referred to Outside Agency,
1427,1428,28298,Debris Dumping near Stream,Illegal Dumping,2021-05-13,,Garrett,,Referred to WMA,21541
1428,1429,18298,Pool company is operating in a neighborhood and making dust.,Fugitive Dust/Particulate Matter,2021-05-18,2021-05-18,Baltimore,,Referred to Outside Agency,
1429,1430,18297,Painting Vehicle in Parking Lot,Other,2021-05-12,2021-05-12,Washington,2022-07-18,Incident Closed-Managed,21740
1430,1431,18293,Pesticide spraying,Odor,2021-05-17,2021-05-17,Baltimore,2021-05-18,Incident Closed - No further action,
1431,1432,18291,Complainant observed smoke in the distance.  Inquiring about the cause of the smoke.,Air,2021-05-18,2021-05-12,Anne Arundel,2021-05-18,Incident Closed-No Violation Observed,
1432,1433,18290,Strong odor in the Cheverly area,Odor,2021-05-14,2021-05-14,Prince George's,2021-05-17,Incident Closed-Managed,
1433,1434,18289,Dust concern from a granite and marble facility,Other,2021-05-12,2021-05-12,Prince George's,2021-05-17,Incident Closed-Managed,
1434,1435,18288,Pesticide Spraying,Air,2021-05-14,2021-05-14,Baltimore,,Referred to WMA,
1435,1436,18287,"Complainant states an odor from the Curtis Bay Biohazard facility is noticed in her neighborhood of Tanyard Cove.  Upon further conversation, she stated the facility is called the Curtis Bay Medical Waste Services, located on Hawkins Point RD, Baltimore.",Air,2021-05-14,2021-05-13,Anne Arundel,2021-05-18,Incident Closed-No Violation Observed,
1436,1437,18283,He smells an industrial odor in the residential neighborhood.,Odor,2021-05-07,2021-05-07,Baltimore City,2021-05-13,Incident Closed-Managed,
1437,1438,18281,Concerned that helicopters traveling to nearby hospitals and military facilities are spraying material over house.,Air,2021-05-11,2021-05-10,Montgomery,2021-05-13,Incident Closed-Managed,20817
1438,1439,18280,Chemical odor of concern in Silver Spring.,"Air, Odor",2021-05-10,2021-05-10,Montgomery,,Referred to Outside Agency,20905
1439,1440,18279,Dust from site excavation.,Air,2021-05-13,2021-05-12,Frederick,2021-06-14,Incident Closed-Managed,21771
1440,1441,18278,Smoke from open burning.  Neighbor's backyard.,Air,2021-05-12,2021-05-10,Anne Arundel,,Under Investigation,
1441,1442,18275,Neighbor is open burning,Smoke,2021-05-10,2021-05-10,St. Mary's,,Referred to Outside Agency,
1442,1443,18266,Dust is being produced from the neighbor's pool renovation,Fugitive Dust/Particulate Matter,2021-05-04,2021-05-04,Baltimore,2022-03-03,Incident Closed - No further action,
1443,1444,18264,Neighbor's house exterior is being scraped and sanded. The paint has been tested and confirmed to have lead. Today has high winds carrying particulate from sanding. Has health concerns.,"Air, Fugitive Dust/Particulate Matter",2021-04-30,2021-04-30,Montgomery,,Referred to Outside Agency,20910
1444,1445,18263,Industrial smell in the around Cheverly Maryland,Other,2021-04-30,2021-04-30,Prince George's,2021-04-30,Incident Closed-Managed,
1445,1446,18261,company self reporting a Freon leak,Other,2021-04-29,2021-04-29,Prince George's,2021-04-30,Incident Closed-Managed,
1446,1447,18256,Neighbor has fire pit and has concerns.,Open Burning,2021-04-27,2021-04-27,Anne Arundel,2021-04-27,Incident Closed-Managed,
1447,1448,18255,Dump trucks bringing material to the site and open burning it.,Open Burning,2021-04-23,2021-04-22,Dorchester,2021-04-27,Incident Closed - No further action,21643
1448,1449,18249,Indoor air quality concerns in apartment.,Air,2021-04-23,2021-04-23,Montgomery,2021-04-27,Incident Closed - No further action,
1449,1450,18248,Radon in Home,Other,2021-04-19,,Allegany,2021-04-26,Incident Closed - No further action,
1450,1451,18244,Unknown odor in home,Odor,2021-04-22,2021-04-22,Baltimore,,Incident Not Applicable to MDE,
1451,1452,18243,He smells an industrial odor in the residential neighborhood.,Odor,2021-04-16,2021-04-16,Baltimore City,2021-04-23,Incident Closed-Managed,
1452,1453,18242,Paint odor coming from auto shop.,Odor,2021-04-15,2021-04-15,Baltimore City,2021-04-23,Incident Closed-Managed,
1453,1454,18241,He smells an industrial odor in the residential neighborhood.,Odor,2021-04-11,2021-04-11,Baltimore City,2021-04-23,Incident Closed-Managed,
1454,1455,18240,Dust during construction of a soccer complex and field.,Air,2021-04-23,2021-04-22,Frederick,,Under Investigation,21771
1455,1456,18239,Dust complain from PG health department,Other,2021-04-20,2021-04-20,,2021-04-23,Incident Closed-Managed,
1456,1457,18237,Dust observed when driving by the plant.,Fugitive Dust/Particulate Matter,2021-04-21,2021-04-21,Harford,2021-04-22,Incident Closed-No Violation Observed,21040
1457,1458,18235,Neighbor is using fragrance  that is carrying over onto complainant's property.,Odor,2021-04-19,2021-04-19,Montgomery,2021-04-21,Incident Closed-Managed,
1458,1459,18233,Dry cement and dust from ADS builders,Other,2021-04-19,2021-04-14,Prince George's,2021-04-21,Incident Closed-Managed,
1459,1460,18231,Concerns over smoke and odor generated by burning batteries.,"Odor, Smoke",2021-04-06,2021-04-06,Montgomery,2021-04-20,Incident Closed-Managed,20817
1460,1461,18229,Odor from mold in her bathroom.   Apartment building.,Air,2021-04-20,2021-04-16,Anne Arundel,,Incident Not Applicable to MDE,
1461,1462,18228,Painting Cars,Possible Permit Violation,2021-04-08,,Washington,2022-06-21,Incident Closed-Managed,21740
1462,1463,18227,Neighbor piling variety of material with intent to burn,Other,2021-04-13,2021-04-13,Caroline,2022-03-08,Incident Closed-Managed,21629
1463,1464,18225,Valley Proteins is releasing industrial air pollution.,Odor,2021-04-13,2021-04-13,Baltimore City,2021-04-16,Incident Closed-Managed,
1464,1465,18223,Condominium plans to install fans and vents below patio to remove vehicle exhaust gases from the garage.,"Air, Fumes, Odor",2021-04-12,2021-04-12,Montgomery,2021-04-15,Incident Closed - No further action,20910
1465,1466,18218,He smells an industrial odor in the residential neighborhood.,Odor,2021-04-12,2021-04-12,Baltimore City,2021-04-14,Incident Closed-Managed,
1466,1467,18217,He smells an industrial odor in the residential neighborhood.,Odor,2021-04-08,2021-04-08,Baltimore City,2021-04-14,Incident Closed-Managed,
1467,1468,18213,"Concern of a future burn of propane tanks, oil tanks, tires and gas tanks located at 27082 Anthony Mill Road, Denton.",Air,2021-04-12,2021-04-08,Caroline,,Referred to ARA,
1468,1469,18209,Smoke and odor from Chamber Funeral Home,Other,2021-04-02,2021-03-11,Prince George's,2021-04-12,Incident Closed-Managed,20737
1469,1470,18207,Dust coming from a concrete plant,Fugitive Dust/Particulate Matter,2021-04-07,2021-04-07,Baltimore,2021-04-08,Incident Closed-Managed,
1470,1471,18206,The complainant called to inform the Department that a body shop was using illegal paint. The complainant had work done at Premiere Custom Z and was given a can of paint for their car which was purchased in Pennsylvania.,"Air, Other",2021-04-07,2021-04-06,Carroll,2021-04-07,Incident Closed - No further action,21157
1471,1472,18205,Apartment indoor air.,Air,2021-04-07,2021-03-22,Anne Arundel,,Incident Not Applicable to MDE,
1472,1473,18204,Apartment.  Mold in her bathroom.,Air,2021-04-07,2021-03-22,Anne Arundel,,Incident Not Applicable to MDE,
1473,1474,18203,smoke from open burning at neighbor's yard.,Air,2021-04-07,2021-03-22,Anne Arundel,2021-04-07,Incident Closed-No Violation Observed,
1474,1475,18201,Smoke from open burning at neighbor's yard.,Air,2021-04-07,2021-03-22,Anne Arundel,2021-04-07,Incident Closed-No Violation Observed,
1475,1476,18200,Odor on Bucks School House Rd,Odor,2021-04-06,2021-04-06,Baltimore,2021-04-06,Incident Closed-Managed,
1476,1477,18199,Odors emanating from apartment next door,Odor,2021-04-06,2021-04-06,St. Mary's,,Incident Not Applicable to MDE,
1477,1478,18198,Insufficient filtration system allowing toxic powder coating particulates to enter the atmosphere.,Fugitive Dust/Particulate Matter,2021-03-18,2021-03-18,Baltimore City,2022-01-27,Incident Closed-Managed,
1478,1479,18196,Open Burning of Garbage,Open Burning,2021-03-31,,Washington,,Referred to Outside Agency,21711
1479,1480,18195,He smells an industrial odor in the residential neighborhood.,Odor,2021-03-30,2021-03-30,Baltimore City,2021-03-31,Incident Closed-Managed,
1480,1481,18194,The Marc Train workers are on the tacks by his home creating dust.,Fugitive Dust/Particulate Matter,2021-03-26,2021-03-26,Baltimore City,2021-03-31,Incident Closed-Managed,
1481,1482,18193,He smells an industrial odor in the residential neighborhood.,Odor,2021-03-25,2021-03-25,Baltimore City,2021-03-31,Incident Closed-Managed,
1482,1483,18192,He smells an industrial odor in the residential neighborhood.,Odor,2021-03-24,2021-03-24,Baltimore City,2021-03-31,Incident Closed-Managed,
1483,1484,18191,The laundry building behind her home is releasing lint into the air,Fugitive Dust/Particulate Matter,2021-03-23,2021-03-23,Baltimore City,2021-03-31,Incident Closed-Managed,
1484,1485,18190,That a renovation is scrapping paint off a home.,Fugitive Dust/Particulate Matter,2021-03-23,2021-03-23,Baltimore City,2021-03-31,Incident Closed-Managed,
1485,1486,18189,That a renovation is scrapping paint off a home.,Fugitive Dust/Particulate Matter,2021-03-23,2021-03-23,Baltimore City,2021-03-31,Incident Closed-Managed,
1486,1487,18188,He smells an industrial odor in the residential neighborhood.,Odor,2021-03-19,2021-03-19,Baltimore City,2021-03-31,Incident Closed-Managed,
1487,1488,18186,Dust issue from the harbor tunnel construction,Other,2021-03-30,2021-03-30,Howard,2021-04-05,Incident Closed-Managed,
1488,1489,18175,Indoor Air,Air,2021-03-23,2021-03-23,Not Yet Determined,,Incident Not Applicable to MDE,
1489,1490,18174,Tearing down and burning chicken house.,Open Burning,2021-03-24,2021-03-24,Worcester,2022-03-08,Incident Closed-Managed,21863
1490,1491,18173,Fugitive dust coming from concrete plant,Fugitive Dust/Particulate Matter,2021-03-23,2021-03-23,Baltimore,2021-03-31,Incident Closed-No Violation Observed,21105
1491,1492,18172,Indoor air,Other,2021-03-22,2021-03-22,Baltimore,,Incident Not Applicable to MDE,
1492,1493,18169,He smells an industrial odor in the residential neighborhood.,Odor,2021-03-17,2021-03-17,Baltimore City,2021-03-19,Incident Closed-Managed,
1493,1494,18168,He smells an industrial odor in the residential neighborhood.,Odor,2021-03-16,2021-03-16,Baltimore City,2021-03-19,Incident Closed-Managed,
1494,1495,18167,She works for a used auto sales and the business next door is causing dust.,Fugitive Dust/Particulate Matter,2021-03-12,2021-03-12,Baltimore City,2021-03-19,Incident Closed-Managed,21224
1495,1496,18164,strong gas smell,Other,2021-03-17,2021-03-17,Prince George's,2021-03-19,Incident Closed-Managed,
1496,1497,8161,Complainant's neighborhood air quality concerns.  She states she has breast cancer.,Air,2021-03-18,2021-03-16,Charles,2021-03-18,Incident Closed-No Violation Observed,
1497,1498,8160,"Complainant smells smoke, possibly from a homeowner's backyard firepit.",Air,2021-03-18,2021-03-11,Anne Arundel,2021-03-18,Incident Closed-No Violation Observed,
1498,1499,8157,autoshop spray painting car without a paint booth,Other,2021-03-11,2021-03-11,Prince George's,2021-03-31,Incident Closed-Managed,20710
1499,1500,8156,Rubber Odors from Burning,Odor,2021-03-15,,Allegany,2022-03-10,Incident Closed-No Violation Observed,21502
1500,1501,8154,Open Burning,Open Burning,2021-03-12,,Allegany,2022-06-21,Incident Closed - No further action,21532
1501,1502,8154,Open Burning,Open Burning,2021-03-12,,Allegany,2022-06-21,Incident Closed - No further action,21532
1502,1503,8150,Atmospheric Freon Release,Air Pollutant Release,2021-03-11,,Washington,,Referred to Outside Agency,21740
1503,1504,8149,Smoke from Solar Farm Construction Project,Fugitive Dust/Particulate Matter,2021-03-10,2021-03-10,Allegany,2022-06-21,Incident Closed - No further action,21530
1504,1505,8148,Dust from concrete plant,Fugitive Dust/Particulate Matter,2021-03-09,2021-03-11,Harford,2021-03-16,Incident Closed-No Violation Observed,21040
1505,1506,8147,Neighbor is drilling in basement and creating dust in complainant's basement.,Fugitive Dust/Particulate Matter,2021-03-09,2021-03-09,Baltimore,2021-03-15,Incident Closed - No further action,
1506,1507,8146,Fumes from Burning,Fumes,2021-03-09,2021-03-09,Baltimore,2021-03-15,Incident Closed - No further action,
1507,1508,8145,Fumes from burning leaves,Fumes,2021-03-11,2021-03-12,Baltimore,2021-03-15,Incident Closed - No further action,
1508,1509,8144,She called regarding pollution from a construction site.,Fugitive Dust/Particulate Matter,2021-03-11,2021-03-11,Baltimore City,2021-03-12,Incident Closed-Managed,
1509,1510,8143,He smells an industrial odor in the residential neighborhood.,Odor,2021-03-11,2021-03-11,Baltimore City,2021-03-16,Incident Closed-Managed,
1510,1511,8142,He smells an industrial odor in the residential neighborhood.,Odor,2021-03-10,2021-03-10,Baltimore City,2021-03-12,Incident Closed-Managed,
1511,1512,8141,"Contractor doing work across the street.  Complainant is seeing red dust on cars in the neighborhood.  Worried about lead paint, as house is cover 100 years old.",Fugitive Dust/Particulate Matter,2021-03-04,2021-03-04,Baltimore City,2021-03-12,Incident Closed-Managed,
1512,1513,8140,Open burning of trash,Open Burning,2021-03-03,2021-03-02,Carroll,,Referred to Outside Agency,21158
1513,1514,8139,Concerned site is operating an illegal wood grinder.,ARA AQCP non-regulated entity,2021-03-04,2021-03-04,Calvert,2021-03-12,Incident Closed-Managed,20754
1514,1515,8138,Concerned site operating illegal crusher.,ARA AQCP non-regulated entity,2021-03-02,2021-03-02,Baltimore City,2021-03-12,Incident Closed-Managed,21226
1515,1516,8137,Bad odors from land applying sludge.,"Agricultural, Odor",2021-03-10,2021-03-10,Wicomico,,Referred to Outside Agency,21830
1516,1517,8136,"Complainant stated, ""very strong smell of acid coming from the plant area and smell noticed from the road""",Air,2021-03-10,2021-03-09,Charles,,Under Investigation,20601
1517,1518,8135,"Complainant stated, ""Spraying toxic chemicals in the air around houses through sewer system""",Air,2021-03-10,2021-03-09,Charles,,Under Investigation,20601
1518,1519,8130,"On 3/3/21 at 10:31 AM, Mr. Mullin left a voice mail on the complaint line stating that he observed  dark smoke coming from the Wheelabrator.",Air,2021-03-08,2021-03-03,Baltimore City,2021-03-03,Incident Closed-Managed,21230
1519,1520,8129,He smells an industrial odor in the residential neighborhood.,Odor,2021-03-05,2021-03-05,Baltimore City,2021-03-05,Incident Closed-Managed,
1520,1521,8127,Lead paint in school,Other,2021-03-04,2021-03-04,Outside of Maryland,2021-03-04,Incident Closed - No further action,
